path,module,source_set,classification,inferred_production_reachability,inferred_main_callers_or_consumers,inventory_status,historical_change_or_finding_reference,suggested_disposition
audit-runs/2026-09-05-source-audit/candidates/RL-C3-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/ROOT-C1-ios-directory-crash-rejected.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/ROOT-T3-nonvoid-test-registration.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/SN-C1-start-ack-deadline.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/SN-C2-host-registration-cancellation.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/SN-D1-physical-matrix-player-counts.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/SN-T1-ignored-loopback-fixtures.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/ST-C1-ios-legacy-backup-eligibility.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-C1-independent-session_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-C1-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-C2-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-C3-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-C4-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-T1-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/candidates/WD-T2-whodunit_cont.md,repository,documentation,operational-document,NON-RUNTIME: review/release/contributor evidence,"reviewers, contributors, release operators, and contract tests",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/canonical-register.json,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/coverage/AUDIT_MATERIAL_REVIEW_RECEIPTS.jsonl,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/coverage/FINAL_COVERAGE.jsonl,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/coverage/historical-final-docs-whodunit_cont-closeout.json,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/coverage/inventory.jsonl,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/coverage/metadata-human-chunks-whodunit_cont.jsonl,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
audit-runs/2026-09-05-source-audit/coverage/metadata-release-docs-whodunit_cont-closeout.json,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 38354a9d9b888ed3436444c806ddf48e45997e5b (docs(handoff): preserve complete audit evidence and continuation checkpoint); independent review not attested,"RETAIN in the current production, build, test, or release contract"
